,BalabanJ,BertzCT,Chi0,Chi0n,Chi0v,Chi1,Chi1n,Chi1v,Chi2n,Chi2v,Chi3n,Chi3v,Chi4n,Chi4v,EState_VSA1,EState_VSA10,EState_VSA11,EState_VSA2,EState_VSA3,EState_VSA4,EState_VSA5,EState_VSA6,EState_VSA7,EState_VSA8,EState_VSA9,ExactMolWt,FpDensityMorgan1,FpDensityMorgan2,FpDensityMorgan3,FractionCSP3,HallKierAlpha,HeavyAtomCount,HeavyAtomMolWt,Ipc,Kappa1,Kappa2,Kappa3,LabuteASA,MaxAbsEStateIndex,MaxAbsPartialCharge,MaxEStateIndex,MaxPartialCharge,MinAbsEStateIndex,MinAbsPartialCharge,MinEStateIndex,MinPartialCharge,MolLogP,MolMR,MolWt,NHOHCount,NOCount,NumAliphaticCarbocycles,NumAliphaticHeterocycles,NumAliphaticRings,NumAromaticCarbocycles,NumAromaticHeterocycles,NumAromaticRings,NumHAcceptors,NumHDonors,NumHeteroatoms,NumRadicalElectrons,NumRotatableBonds,NumSaturatedCarbocycles,NumSaturatedHeterocycles,NumSaturatedRings,NumValenceElectrons,PEOE_VSA1,PEOE_VSA10,PEOE_VSA11,PEOE_VSA12,PEOE_VSA13,PEOE_VSA14,PEOE_VSA2,PEOE_VSA3,PEOE_VSA4,PEOE_VSA5,PEOE_VSA6,PEOE_VSA7,PEOE_VSA8,PEOE_VSA9,RingCount,SMR_VSA1,SMR_VSA10,SMR_VSA2,SMR_VSA3,SMR_VSA4,SMR_VSA5,SMR_VSA6,SMR_VSA7,SMR_VSA8,SMR_VSA9,SlogP_VSA1,SlogP_VSA10,SlogP_VSA11,SlogP_VSA12,SlogP_VSA2,SlogP_VSA3,SlogP_VSA4,SlogP_VSA5,SlogP_VSA6,SlogP_VSA7,SlogP_VSA8,SlogP_VSA9,TPSA,VSA_EState1,VSA_EState10,VSA_EState2,VSA_EState3,VSA_EState4,VSA_EState5,VSA_EState6,VSA_EState7,VSA_EState8,VSA_EState9,fr_Al_COO,fr_Al_OH,fr_Al_OH_noTert,fr_ArN,fr_Ar_COO,fr_Ar_N,fr_Ar_NH,fr_Ar_OH,fr_COO,fr_COO2,fr_C_O,fr_C_O_noCOO,fr_C_S,fr_HOCCN,fr_Imine,fr_NH0,fr_NH1,fr_NH2,fr_N_O,fr_Ndealkylation1,fr_Ndealkylation2,fr_Nhpyrrole,fr_SH,fr_aldehyde,fr_alkyl_carbamate,fr_alkyl_halide,fr_allylic_oxid,fr_amide,fr_amidine,fr_aniline,fr_aryl_methyl,fr_azide,fr_azo,fr_barbitur,fr_benzene,fr_benzodiazepine,fr_bicyclic,fr_diazo,fr_dihydropyridine,fr_epoxide,fr_ester,fr_ether,fr_furan,fr_guanido,fr_halogen,fr_hdrzine,fr_hdrzone,fr_imidazole,fr_imide,fr_isocyan,fr_isothiocyan,fr_ketone,fr_ketone_Topliss,fr_lactam,fr_lactone,fr_methoxy,fr_morpholine,fr_nitrile,fr_nitro,fr_nitro_arom,fr_nitro_arom_nonortho,fr_nitroso,fr_oxazole,fr_oxime,fr_para_hydroxylation,fr_phenol,fr_phenol_noOrthoHbond,fr_phos_acid,fr_phos_ester,fr_piperdine,fr_piperzine,fr_priamide,fr_prisulfonamd,fr_pyridine,fr_quatN,fr_sulfide,fr_sulfonamd,fr_sulfone,fr_term_acetylene,fr_tetrazole,fr_thiazole,fr_thiocyan,fr_thiophene,fr_unbrch_alkane,fr_urea,qed
4djv,2.4004798313935343,1991.6256325902177,38.486162972547945,35.6581373674276,13.6581373674276,22.686798596921513,18.295654008695543,7.454013222195669,5.318962574381307,5.318962574381307,3.783035551036632,3.783035551036632,2.5342498611616477,2.5342498611616477,143.36953301369388,6.165295740242042,0.0,10.209723084138854,0.0,0.0,0.0,0.0,0.0,0.0,33.64604319984861,372.1706533640906,0.9285714285714286,1.5714285714285714,2.25,0.13043478260869565,-3.5999999999999983,28.0,350.27200000000016,16670746659.73078,5.4747922437673155,6.850325561856756,2.7210644144765466,194.71810603311255,14.572177841165031,0.49674547655138,14.572177841165031,0.3516739292944549,0.27473347636677437,0.3516739292944549,-3.692649785447788,-0.49674547655138,1.7825000000000009,108.49010000000003,372.44799999999975,3.0,5.0,0.0,1.0,1.0,3.0,0.0,3.0,2.0,2.0,5.0,0.0,6.0,0.0,1.0,1.0,140.0,4.736862953800049,5.749511833283905,0.0,5.538925252383345,4.235526234984602,11.866734298095341,15.499683641715809,4.899909730850478,0.0,0.0,60.42418707663295,29.254159106383874,11.126902983393991,40.058191926399026,4.0,45.206672044446286,11.866734298095341,0.0,10.209723084138854,0.0,5.538925252383345,14.013779359164834,89.67834618301686,0.0,16.876414816677897,15.442009411444037,0.0,5.749511833283905,0.0,30.780423388110655,10.333462436455168,0.0,37.17131555062818,78.55144319962284,4.235526234984602,11.126902983393991,0.0,67.16000000000001,0.0,0.0,0.0,0.0,0.0,181.15338459025384,0.0,0.0,0.0,-17.570051256920504,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7337145381461506
4dld,4.513433974790227,1045.0063837227292,26.696152422706632,21.72188140679232,10.477810352810778,14.434186294419218,10.659481571102283,5.195805257611636,3.21822057422015,3.596185047229378,1.8449393532857317,2.118437015263197,1.0634750307835783,1.2742182640962738,81.63309050921295,29.91644742659063,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.17329313074909,315.0389373639103,1.2857142857142858,1.9047619047619047,2.380952380952381,0.3333333333333333,-2.1899999999999995,21.0,303.593,2414868.2078773417,6.285404582598943,7.00173578531618,4.689691370958797,140.8625160554791,11.574847896720417,0.5501595041024107,11.574847896720417,0.34457251537471023,1.4202073885109596,0.34457251537471023,-4.436785871756111,-0.5501595041024107,-2.1663999999999985,66.8215,315.6889999999998,3.0,8.0,0.0,0.0,0.0,1.0,0.0,1.0,6.0,1.0,9.0,0.0,8.0,0.0,0.0,0.0,114.0,25.51487088283337,12.41128433826119,0.0,0.0,5.687386274683562,4.235526234984602,10.114318268765572,0.0,0.0,0.0,11.600939890232516,29.915171493716045,26.609200233965844,13.63413344910996,1.0,47.01053517216764,29.226936740819774,0.0,0.0,0.0,25.136667172337784,0.0,38.348691981227475,0.0,0.0,15.92579651468973,5.687386274683562,0.0,11.600939890232516,22.879814093071012,22.334924170802402,10.114318268765572,29.836654890255346,12.08483741532659,9.258159548725928,0.0,0.0,151.04,0.0,5.61678448951597,0.0,0.0,0.0,92.13745563271605,0.0,0.0,0.0,30.19020432221242,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4464491014881072
4dli,2.1912224695774367,1445.8684763880601,28.15181786940711,26.288854381999833,10.288854381999831,16.855854590869484,13.656888370749728,5.815247584249853,4.028444185374863,4.028444185374863,2.6107390870623792,2.6107390870623792,1.663837021056166,1.663837021056166,100.89912190661134,0.0,0.0,11.029530329014648,0.0,0.0,0.0,0.0,0.0,9.967957041894417,22.05538746519746,276.13749651200044,0.9523809523809523,1.7619047619047619,2.5238095238095237,0.17647058823529413,-2.619999999999999,21.0,260.215,72455673.5793541,3.9734381495728375,4.7355637610637284,2.4009409027974242,145.2419037888706,8.468729266397917,0.39866528994162914,8.468729266397917,0.16189493667848573,0.005531462585034008,0.16189493667848573,-2.925874026308054,-0.39866528994162914,3.4533000000000014,86.03110000000002,276.3429999999997,3.0,4.0,1.0,0.0,1.0,2.0,1.0,3.0,4.0,2.0,4.0,0.0,4.0,1.0,0.0,1.0,104.0,11.029530329014648,5.817862777835028,10.05993073298453,0.0,0.0,0.0,0.0,9.967957041894417,0.0,0.0,30.212093538316473,30.873105925648645,28.137988673875874,17.85352772314824,4.0,22.05538746519746,22.408173984599646,0.0,9.967957041894417,0.0,18.763742271008404,11.029530329014648,48.33934966130636,0.0,11.387855989696924,11.029530329014648,11.50524905251859,0.0,0.0,15.985849510244062,0.0,0.0,30.565711032871615,48.33934966130636,4.235526234984602,22.29078092177798,0.0,63.83,0.0,0.0,0.0,0.0,0.0,128.286093966576,0.0,0.0,0.0,-11.202760633242686,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7190858599255352
4e5w,1.9483738172431395,2191.0368446281445,44.842416792648606,42.59152986346361,13.591529863463613,24.91846198203913,21.952653302481533,7.558226111481618,5.372451131783177,5.372451131783177,3.777841549246524,3.777841549246524,2.547152744477613,2.547152744477613,139.19814795196424,6.165295740242042,0.0,9.544102918020606,0.0,0.0,0.0,0.0,0.0,9.967957041894417,38.46340661708212,381.2397359680908,1.2857142857142858,2.142857142857143,2.9642857142857144,0.5714285714285714,-2.4099999999999997,28.0,352.2720000000001,190880949233.58954,4.50754786728607,6.882392962498366,2.7982411630869484,205.13635286337544,14.863295459317282,0.3485038718390221,14.863295459317282,0.3485038718390221,0.1593019374597171,0.3460900131889097,-5.248648911597599,-0.3460900131889097,1.531800000000001,108.22340000000005,381.50399999999956,2.0,7.0,0.0,2.0,2.0,0.0,3.0,3.0,4.0,2.0,7.0,0.0,5.0,0.0,2.0,2.0,148.0,19.336947129003605,13.90539505072443,7.429734546677846,0.0,5.907179729351506,1.4118420783282006,4.794537184071822,9.967957041894417,0.0,0.0,0.0,32.49205274491341,67.99023507598385,40.103029688254395,5.0,49.52163683745671,27.973982599816555,0.0,24.4119696907655,0.0,57.249161244957804,19.490579052947837,24.691580843259043,0.0,0.0,4.892934480132522,0.0,0.0,0.0,61.84551340976414,4.794537184071822,0.0,82.22385732485445,24.691580843259043,2.8236841566564013,22.066802870465047,0.0,71.25,0.0,0.0,0.0,0.0,0.0,246.78272974088267,0.0,0.0,-0.16186655223384117,-51.12086318864881,0.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,4.0,2.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7228519735742501
4e6q,1.9630041079762064,1969.7118970962856,36.15181786940711,34.236067977499786,12.23606797749979,21.067179456274673,17.827708763999667,6.933281572999749,4.78467477524977,4.78467477524977,3.29996117974981,3.29996117974981,2.2416407864998718,2.2416407864998718,125.68118454782635,1.3707585561702202,0.0,9.544102918020606,0.0,0.0,0.0,0.0,0.0,9.967957041894417,28.868096723890577,332.18697212409063,1.16,1.96,2.8,0.3,-2.6599999999999993,25.0,310.25500000000005,5349234815.676186,4.353702074791219,6.006093588132864,2.606327851521801,176.8885341507706,9.316094209288654,0.347909527978336,9.316094209288654,0.347909527978336,0.015013027963966197,0.3460900131886532,-4.457387329931976,-0.3460900131886532,2.332600000000001,98.49840000000003,332.43099999999964,2.0,5.0,0.0,1.0,1.0,1.0,3.0,4.0,3.0,2.0,5.0,0.0,3.0,0.0,1.0,1.0,126.0,14.437037398153128,19.031496178870153,1.4118420783282006,0.0,0.0,1.4118420783282006,0.0,9.967957041894417,0.0,0.0,30.212093538316473,6.042418707663295,41.36934741266585,51.54806535358249,5.0,35.13178976019333,22.066802870465047,0.0,19.51205995991502,0.0,25.260601955324347,12.99371936863189,60.46712587327251,0.0,0.0,4.892934480132522,0.0,0.0,0.0,32.505779328546915,6.496859684315945,0.0,51.74236488610984,54.90367438157552,2.8236841566564013,22.066802870465047,0.0,50.940000000000005,0.0,0.0,0.0,0.0,0.0,188.199305789245,0.0,0.0,0.015013027963966197,-35.880985483875605,0.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6049243351013504
4ea2,2.5695369957273937,1897.0142375208343,52.309401076758505,51.89442719099992,11.894427190999917,27.053418012614795,26.183281572999743,6.394427190999917,4.282623792124927,4.282623792124927,2.6090169943749473,2.6090169943749473,1.753811896062463,1.753811896062463,148.10648168129305,4.1122756685106605,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.88240066693008,332.3180521201811,0.8333333333333334,1.5,2.1666666666666665,0.8181818181818182,-0.6,24.0,292.25600000000003,643971232899.2577,2.745088797239289,8.668793942671714,4.953844784620861,205.53710680808393,9.339881375749327,0.34625575569856787,9.339881375749327,0.34625575569856787,2.1215641424896035,0.3387075776555821,-5.509680951856056,-0.3387075776555821,2.630600000000002,101.70680000000006,332.5759999999993,4.0,2.0,4.0,0.0,4.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,12.0,4.0,0.0,4.0,136.0,10.60567620514084,12.99371936863189,0.0,0.0,0.0,5.6473683133128025,0.0,0.0,0.0,0.0,17.198280806174104,83.00613777795441,48.79839638732213,24.851579158197566,4.0,65.60035254058161,0.0,0.0,0.0,23.575830741452314,71.18404312954233,19.490579052947837,23.25035255220967,0.0,0.0,10.60567620514084,0.0,0.0,0.0,25.50847152129748,0.0,23.575830741452314,114.51345868332047,23.25035255220967,5.6473683133128025,0.0,0.0,33.22,0.0,0.0,0.0,0.0,0.0,337.0022476944555,0.0,0.0,0.0,-104.83558102778883,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.48068875729402505
4eky,3.163121096626902,1314.4949403760163,34.86144284063629,31.25216522424696,11.252165224246959,19.635046202750566,15.331233907960758,5.751027150605347,3.847517035186627,3.847517035186627,2.445902171382169,2.445902171382169,1.4513681370761735,1.4513681370761735,96.3090990562688,9.589074368143644,0.0,0.0,0.0,0.0,0.0,5.731218590741754,0.0,20.43523276442885,32.43488200361209,340.1270509800005,1.4166666666666667,2.25,2.9583333333333335,0.5333333333333333,-2.0,24.0,320.172,519562557.3025611,5.247160627366144,7.7134986225895315,3.565432098765432,166.1953371860642,13.195461104985817,0.39356686882401626,13.195461104985817,0.32629763033405706,0.8217931547619055,0.32629763033405706,-4.580485402494333,-0.39356686882401626,-2.004299999999999,80.42190000000001,340.33199999999965,5.0,9.0,0.0,2.0,2.0,0.0,0.0,0.0,7.0,5.0,9.0,0.0,8.0,0.0,2.0,2.0,132.0,25.1720957182289,24.32007210779995,7.615794888264755,5.724798628930537,5.907179729351506,6.031114512338072,15.004260268210675,4.794537184071822,0.0,5.731218590741754,12.104143492071133,12.903963863331246,4.1122756685106605,35.078052131344144,2.0,56.73439050725409,11.938294241689578,5.724798628930537,10.209723084138854,0.0,37.37591703503218,13.055844927232233,29.46053835891772,0.0,0.0,5.309813353288376,4.794537184071822,0.0,0.0,86.57810521086822,9.53140013787187,0.0,27.413270459848974,29.46053835891772,1.4118420783282006,0.0,0.0,139.56,0.0,0.0,0.0,0.0,0.0,156.42037691121539,0.0,0.0,0.0,1.579623088784592,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.22727525717866662
4eo8,3.484780492003158,1766.2138276940157,46.162772227887025,43.02742035285537,13.843916933783095,24.465049607932993,21.562261512659532,7.4315444980873,4.7001340015535344,5.720754727713191,2.643098550747523,3.615486818643476,1.6526812244665259,2.424080389302364,138.76204777736632,14.69560176298435,0.0,0.0,0.0,0.0,5.920434318855644,5.920434318855644,0.0,0.0,41.1638402072646,390.1977138200008,1.2962962962962963,2.0,2.5555555555555554,0.6190476190476191,-1.8399999999999999,27.0,360.30900000000014,47696910251.27099,4.656400191556887,8.450621957950466,5.568071991325478,208.0834295231787,14.812236410825427,0.5438424369061458,14.812236410825427,0.3779325164031699,0.5320253775038235,0.3779325164031699,-5.13273502554144,-0.5438424369061458,1.7279999999999995,106.40120000000007,390.5489999999996,1.0,5.0,1.0,0.0,1.0,0.0,1.0,1.0,4.0,1.0,6.0,0.0,7.0,1.0,0.0,1.0,148.0,9.901064578912528,5.687386274683562,0.0,0.0,5.907179729351506,1.4118420783282006,4.794537184071822,5.001937273236576,5.008912523954532,11.336785877934737,18.69276075500697,57.98375235023092,41.46563639050471,39.2705633691105,2.0,60.861379243485565,28.90065716992165,0.0,0.0,17.202905840122938,52.89926807450023,18.960566324519025,15.796713095065897,0.0,11.840868637711289,15.117377192031814,5.687386274683562,0.0,11.336785877934737,25.828138817867845,4.794537184071822,29.043774477834226,107.20009777491092,6.042418707663295,1.4118420783282006,0.0,0.0,64.88,0.0,-0.5320253775038235,0.0,0.0,0.0,242.5255064800577,0.0,0.0,0.0,-34.4101477692206,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,2.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.6289948001661342
4eor,1.9980510117603902,1959.8616075547345,38.91133089340096,35.3162747348552,14.132771315782929,22.234794115736577,17.903202314363803,8.554411261164613,4.793304582325387,6.151685552445563,2.947922046366301,3.6679537107666205,1.8110944808029301,2.1711103130030907,123.51400367513246,8.417796984328938,0.0,10.286816623517627,0.0,0.0,0.0,0.0,0.0,14.951935562841626,35.057885278176805,402.14740956400067,1.1785714285714286,1.9285714285714286,2.6785714285714284,0.3888888888888889,-2.72,28.0,380.3040000000001,11862135160.731638,5.89500118034314,7.722097079502435,4.2280702169297335,193.4926814035849,12.379212263484987,0.4756619170516776,12.379212263484987,0.24676329977132666,0.11111261011648832,0.24676329977132666,-5.242880074092686,-0.4756619170516776,2.7029999999999994,104.85160000000003,402.4799999999997,4.0,9.0,1.0,0.0,1.0,1.0,2.0,3.0,7.0,3.0,10.0,0.0,7.0,1.0,0.0,1.0,148.0,15.023679577317676,4.194442712826621,13.987562095040392,21.85161877082945,0.0,0.0,0.0,18.526798741448175,9.967957041894417,0.0,19.118774703988137,42.809482318675016,20.76573039255598,25.982391769421607,4.0,43.47568226250575,32.822894647461624,0.0,19.928938833070877,11.018980921535109,36.76010798216467,11.868798596204664,30.473046544619407,0.0,5.879988336435371,15.171699543260456,11.635725555670057,5.879988336435371,0.0,34.9057210603161,10.023291153407584,5.893957685363079,56.538278517710914,35.36853002013718,5.6473683133128025,11.16387793838399,0.0,135.88,0.0,-5.242880074092686,0.0,0.0,0.0,178.58860187849464,0.0,0.0,24.758424526969975,-27.60414633137189,0.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5764669728982802
4f09,2.389688288447647,1431.5337203535012,28.687716254269354,27.236067977499793,9.236067977499792,16.353077841136916,14.051315561749645,5.20967477524977,3.6728713763747804,3.6728713763747804,2.6322560814373257,2.6322560814373257,1.8798373876248822,1.8798373876248822,90.19160835726417,0.0,0.0,9.544102918020606,0.0,0.0,0.0,0.0,0.0,9.967957041894417,24.796904577537898,256.15567199609,1.4736842105263157,2.3684210526315788,3.210526315789474,0.42857142857142855,-1.8800000000000001,19.0,238.18899999999996,43031674.79474243,3.061456206666088,4.062175521023477,1.5786877860771595,136.0596430896784,9.074095804988662,0.3461203571815216,9.074095804988662,0.3458091942969582,0.017546296296296227,0.3458091942969582,-4.056022534013606,-0.3461203571815216,1.1193199999999996,74.05210000000002,256.33300000000014,3.0,5.0,0.0,1.0,1.0,0.0,3.0,3.0,3.0,2.0,5.0,0.0,2.0,0.0,1.0,1.0,98.0,14.846941020591027,16.988282436383916,1.4118420783282006,0.0,0.0,2.8236841566564013,0.0,9.967957041894417,0.0,0.0,0.0,12.894310824958975,39.91817158947952,35.649383746424675,4.0,30.099742680108314,22.066802870465047,0.0,19.51205995991502,0.0,25.615634388304084,12.99371936863189,24.212613627292743,0.0,0.0,5.30283810257042,0.0,0.0,0.0,32.505779328546915,0.0,6.851892117295679,45.14952511156166,18.388209129292818,4.235526234984602,22.066802870465047,0.0,63.11,0.0,0.0,0.0,0.0,0.0,147.7741782932309,0.0,0.0,0.017546296296296227,-25.45839125619384,0.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6850550195907779
4f2w,2.5259520010622296,1346.483796418302,31.4472292782632,29.55256455842752,10.369061139355244,17.659519928698096,14.795543085659283,5.914936994123311,3.522102672463696,3.9303509629275593,2.3108412139360466,2.6170274317839426,1.4900040017690006,1.730407323818379,94.89923781059669,0.0,0.0,10.696720245955525,0.0,0.0,0.0,0.0,0.0,15.07676523300163,27.639946313098733,294.1383076800905,1.75,2.75,3.6,0.5384615384615384,-1.31,20.0,274.244,97092266.61297897,3.532560329281797,5.5901068751183365,2.4815717935410198,149.74566261660058,8.88890447845805,0.3866905304082753,8.88890447845805,0.347996332575115,0.048964650260420184,0.347996332575115,-4.329388109410433,-0.3866905304082753,-0.7212999999999985,80.58060000000002,294.40399999999966,5.0,6.0,0.0,1.0,1.0,0.0,2.0,2.0,5.0,4.0,7.0,0.0,7.0,0.0,1.0,1.0,108.0,20.69846291719526,37.781269100950844,10.05338901281963,1.4311996572326342,0.0,1.4118420783282006,0.0,9.967957041894417,11.761884949391115,0.0,0.0,6.1839241011164585,25.996361118349316,23.026379625374698,3.0,36.21048932710584,28.61314916245867,1.4311996572326342,14.94496031212367,5.893957685363079,12.576877711265933,30.60231733062478,18.039718416477985,0.0,0.0,10.612651455858796,5.817862777835028,0.0,11.761884949391115,52.44758654231201,6.496859684315945,5.893957685363079,26.124829834250292,12.476266924780987,5.6473683133128025,11.033401435232523,0.0,92.26,0.0,-0.7237374392415881,0.0,0.0,0.0,162.9910536293805,0.0,0.0,0.0,-26.683982856805603,0.0,1.0,0.0,1.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5971300899077079
